epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
382,58116,0.12531,0.55413,0.11309,0.11086,0.88561,0.99851,1,0.995,0.98425,0.99851,1,0.995,0.94295,0.26291,0.40572,0.11837,0.17895,0.57091,0.000922314,0.000922314,0.000922314
383,58269.4,0.11375,0.4513,0.10905,0.10992,0.87497,1,1,0.995,0.9892,1,1,0.995,0.95321,0.26295,0.33841,0.11849,0.17609,0.58291,0.000919486,0.000919486,0.000919486
384,58423.3,0.11392,0.41098,0.10843,0.1089,0.89298,0.9985,1,0.995,0.98683,0.9985,1,0.995,0.96539,0.26374,0.28788,0.12384,0.18798,0.59645,0.000916657,0.000916657,0.000916657
385,58575.2,0.1268,0.45097,0.11162,0.11019,0.89737,0.99851,1,0.995,0.99255,0.99851,1,0.995,0.95511,0.27893,0.34631,0.12567,0.18634,0.59007,0.000913829,0.000913829,0.000913829
386,58731.3,0.1159,0.45097,0.11266,0.1077,0.88713,0.9985,1,0.995,0.99075,0.9985,1,0.995,0.95759,0.26633,0.33333,0.12795,0.17349,0.58302,0.000911,0.000911,0.000911
387,58887,0.11644,0.41784,0.10837,0.10738,0.87377,0.9985,1,0.995,0.98972,0.9985,1,0.995,0.97326,0.26795,0.3157,0.12211,0.17352,0.59882,0.000908171,0.000908171,0.000908171
388,59045.3,0.1225,0.4577,0.10856,0.10908,0.90048,0.99849,1,0.995,0.98397,0.99849,1,0.995,0.95907,0.28205,0.31977,0.1282,0.17383,0.62392,0.000905343,0.000905343,0.000905343
389,59202.9,0.11889,0.43229,0.11124,0.11006,0.88583,0.99849,1,0.995,0.97397,0.99849,1,0.995,0.95897,0.30517,0.30582,0.12216,0.1834,0.66184,0.000902514,0.000902514,0.000902514
390,59365.7,0.11549,0.41224,0.10747,0.1111,0.89741,1,1,0.995,0.9858,1,1,0.995,0.97447,0.28752,0.29236,0.1187,0.1657,0.61432,0.000899686,0.000899686,0.000899686
391,59520.6,0.12152,0.46478,0.10543,0.11021,0.90164,0.99851,1,0.995,0.98534,0.99851,1,0.995,0.96284,0.28383,0.30644,0.1136,0.18225,0.64846,0.000896857,0.000896857,0.000896857
392,59674.5,0.1113,0.49737,0.10745,0.106,0.89787,0.99851,1,0.995,0.98435,0.99851,1,0.995,0.96669,0.27024,0.31404,0.12163,0.17349,0.61106,0.000894029,0.000894029,0.000894029
393,59834.6,0.11156,0.41548,0.1078,0.10139,0.88093,0.9985,1,0.995,0.98084,0.9985,1,0.995,0.96099,0.27299,0.34121,0.11594,0.17986,0.60109,0.0008912,0.0008912,0.0008912
394,59994.5,0.10804,0.45361,0.1098,0.09914,0.89664,0.99852,1,0.995,0.98031,0.99852,1,0.995,0.98387,0.27394,0.26503,0.1181,0.18592,0.62848,0.000888371,0.000888371,0.000888371
395,60146.8,0.10477,0.43499,0.10613,0.09995,0.88175,0.99852,1,0.995,0.98473,0.99852,1,0.995,0.97476,0.27118,0.27494,0.11884,0.17769,0.62731,0.000885543,0.000885543,0.000885543
396,60305.4,0.10585,0.37243,0.10331,0.09931,0.8767,0.99853,1,0.995,0.98181,0.99853,1,0.995,0.98352,0.27257,0.25412,0.11953,0.18126,0.60684,0.000882714,0.000882714,0.000882714
397,60458.4,0.10644,0.40719,0.10918,0.1016,0.88652,1,1,0.995,0.98496,1,1,0.995,0.97476,0.23755,0.30589,0.11647,0.17291,0.58338,0.000879886,0.000879886,0.000879886
398,60609.8,0.11109,0.39609,0.11223,0.1011,0.88951,0.99851,1,0.995,0.98833,0.99851,1,0.995,0.96672,0.25421,0.26221,0.11506,0.18881,0.63921,0.000877057,0.000877057,0.000877057
399,60757.4,0.11642,0.41703,0.11502,0.10176,0.87739,0.99854,1,0.995,0.98736,0.99854,1,0.995,0.97614,0.25435,0.26866,0.11342,0.17647,0.61386,0.000874229,0.000874229,0.000874229
400,60913.9,0.11105,0.44317,0.10881,0.10089,0.8744,0.99849,1,0.995,0.98027,0.99849,1,0.995,0.94225,0.27659,0.32003,0.12176,0.16337,0.59827,0.0008714,0.0008714,0.0008714
401,61068.8,0.12103,0.42782,0.10587,0.11029,0.90292,0.99848,1,0.995,0.98953,0.99848,1,0.995,0.98473,0.28959,0.26143,0.11501,0.17032,0.62247,0.000868571,0.000868571,0.000868571
402,61198.8,0.10439,0.43555,0.10173,0.09757,0.8882,0.99852,1,0.995,0.98956,0.99852,1,0.995,0.97994,0.2569,0.26209,0.11785,0.17183,0.59818,0.000865743,0.000865743,0.000865743
403,61330.5,0.11295,0.43443,0.1131,0.10308,0.88218,0.9985,1,0.995,0.99329,0.9985,1,0.995,0.98152,0.25459,0.27023,0.11629,0.17611,0.59888,0.000862914,0.000862914,0.000862914
404,61464,0.11347,0.43298,0.10067,0.10449,0.89222,0.99848,1,0.995,0.98949,0.99848,1,0.995,0.97812,0.25465,0.27763,0.1134,0.17854,0.60693,0.000860086,0.000860086,0.000860086
405,61592.2,0.10935,0.40276,0.10698,0.10474,0.88344,0.99844,1,0.995,0.99019,0.99844,1,0.995,0.97905,0.26219,0.27587,0.11472,0.18662,0.63129,0.000857257,0.000857257,0.000857257
406,61721.6,0.10987,0.42001,0.09984,0.10242,0.88477,0.9985,1,0.995,0.98662,0.9985,1,0.995,0.97835,0.26748,0.27959,0.11632,0.18794,0.63869,0.000854429,0.000854429,0.000854429
407,61849.9,0.10574,0.38079,0.10605,0.09706,0.88725,0.99849,1,0.995,0.98188,0.99849,1,0.995,0.9775,0.29489,0.28704,0.11882,0.18286,0.66763,0.0008516,0.0008516,0.0008516
408,61979.8,0.11096,0.39404,0.10667,0.10232,0.86983,0.99851,1,0.995,0.9817,0.99851,1,0.995,0.95533,0.27673,0.37997,0.11673,0.18155,0.64433,0.000848771,0.000848771,0.000848771
409,62133,0.11121,0.40118,0.10731,0.10427,0.88312,0.99851,1,0.995,0.98919,0.99851,1,0.995,0.9906,0.27455,0.25097,0.12053,0.18991,0.66344,0.000845943,0.000845943,0.000845943
410,62289.1,0.10587,0.41163,0.10496,0.10092,0.88596,0.99849,1,0.995,0.99304,0.99849,1,0.995,0.98168,0.26537,0.26151,0.11894,0.19136,0.64993,0.000843114,0.000843114,0.000843114
411,62451.3,0.10662,0.46764,0.10518,0.1025,0.87165,0.99852,1,0.995,0.99076,0.99852,1,0.995,0.96814,0.25852,0.30346,0.11508,0.18521,0.64244,0.000840286,0.000840286,0.000840286
412,62607.5,0.10294,0.40342,0.11253,0.10471,0.87361,0.99846,1,0.995,0.99091,0.99846,1,0.995,0.96982,0.24382,0.31797,0.11385,0.17398,0.59883,0.000837457,0.000837457,0.000837457
413,62762.2,0.10289,0.36931,0.10131,0.10049,0.8739,0.99848,1,0.995,0.99038,0.99848,1,0.995,0.97699,0.24154,0.29261,0.11675,0.18515,0.58965,0.000834629,0.000834629,0.000834629
414,62918.4,0.10281,0.4165,0.10573,0.10185,0.89565,0.99849,1,0.995,0.98929,0.99849,1,0.995,0.97044,0.25084,0.2775,0.1157,0.19553,0.62526,0.0008318,0.0008318,0.0008318
415,63073.6,0.10386,0.39337,0.10188,0.10162,0.87553,0.99849,1,0.995,0.99142,0.99849,1,0.995,0.96672,0.25782,0.31605,0.11287,0.18354,0.6195,0.000828971,0.000828971,0.000828971
416,63230.5,0.10492,0.41426,0.10775,0.10129,0.86297,0.9985,1,0.995,0.98779,0.9985,1,0.995,0.98106,0.24614,0.28454,0.11337,0.18369,0.61938,0.000826143,0.000826143,0.000826143
417,63387.4,0.10959,0.39987,0.10857,0.10581,0.87958,0.99852,1,0.995,0.98745,0.99852,1,0.995,0.98013,0.25367,0.2815,0.11108,0.15903,0.59798,0.000823314,0.000823314,0.000823314
418,63547.1,0.10138,0.43325,0.1055,0.10061,0.89351,0.99849,1,0.995,0.99273,0.99849,1,0.995,0.97111,0.25507,0.25952,0.11499,0.16128,0.57714,0.000820486,0.000820486,0.000820486
419,63703.6,0.10523,0.38799,0.10855,0.09615,0.89544,0.9985,1,0.995,0.9911,0.9985,1,0.995,0.98245,0.27363,0.28443,0.11378,0.17601,0.59311,0.000817657,0.000817657,0.000817657
420,63861.9,0.10874,0.40551,0.098,0.10001,0.88812,0.99853,1,0.995,0.98761,0.99853,1,0.995,0.98541,0.25933,0.21655,0.11448,0.16792,0.60298,0.000814829,0.000814829,0.000814829
421,64017.1,0.10817,0.36611,0.10395,0.10099,0.88196,0.99851,1,0.995,0.99341,0.99851,1,0.995,0.98367,0.24928,0.23926,0.11828,0.16553,0.60949,0.000812,0.000812,0.000812
422,64176.1,0.09493,0.40116,0.10312,0.09505,0.86625,0.99852,1,0.995,0.97967,0.99852,1,0.995,0.97521,0.24313,0.25857,0.11305,0.16521,0.58754,0.000809171,0.000809171,0.000809171
423,64330.6,0.0988,0.44902,0.09894,0.09735,0.87228,1,1,0.995,0.98817,1,1,0.995,0.97502,0.24751,0.26205,0.11479,0.16653,0.61042,0.000806343,0.000806343,0.000806343
424,64486.3,0.10989,0.45613,0.10625,0.10104,0.8911,1,1,0.995,0.99293,1,1,0.995,0.97243,0.24315,0.24253,0.11193,0.16409,0.60792,0.000803514,0.000803514,0.000803514
425,64637.8,0.10015,0.48783,0.10554,0.0945,0.87281,1,1,0.995,0.99181,1,1,0.995,0.97303,0.24453,0.24932,0.10741,0.16123,0.61473,0.000800686,0.000800686,0.000800686
426,64794.1,0.10105,0.4701,0.11051,0.09345,0.87875,1,1,0.995,0.99181,1,1,0.995,0.97385,0.23353,0.24219,0.1141,0.16752,0.60634,0.000797857,0.000797857,0.000797857
427,64951.9,0.09959,0.46803,0.10272,0.09553,0.87312,1,1,0.995,0.99275,1,1,0.995,0.98148,0.24188,0.2673,0.10509,0.17359,0.60597,0.000795029,0.000795029,0.000795029
428,65108.8,0.10108,0.49824,0.09968,0.09172,0.88117,1,1,0.995,0.98971,1,1,0.995,0.97553,0.24101,0.23521,0.1077,0.16221,0.61083,0.0007922,0.0007922,0.0007922
429,65261.6,0.1013,0.48127,0.10485,0.09333,0.88433,1,1,0.995,0.98465,1,1,0.995,0.9828,0.25761,0.23638,0.10927,0.17208,0.67225,0.000789371,0.000789371,0.000789371
430,65415.6,0.09423,0.40602,0.1018,0.09201,0.87728,0.99852,1,0.995,0.99024,0.99852,1,0.995,0.98649,0.26519,0.25527,0.10625,0.17378,0.65802,0.000786543,0.000786543,0.000786543
431,65544.5,0.0986,0.36735,0.10222,0.09051,0.88092,1,1,0.995,0.98798,1,1,0.995,0.9768,0.25629,0.28708,0.10636,0.16032,0.6092,0.000783714,0.000783714,0.000783714
432,65677.9,0.10508,0.39202,0.10907,0.09967,0.87971,0.9985,1,0.995,0.98968,0.9985,1,0.995,0.96052,0.26551,0.29465,0.10792,0.16412,0.61529,0.000780886,0.000780886,0.000780886
433,65810.3,0.10206,0.38945,0.1014,0.0971,0.8868,0.99851,1,0.995,0.98975,0.99851,1,0.995,0.98719,0.26219,0.25194,0.11278,0.1678,0.61675,0.000778057,0.000778057,0.000778057
434,65940.3,0.10407,0.41504,0.10628,0.09705,0.88406,1,1,0.995,0.98946,1,1,0.995,0.98072,0.27259,0.28485,0.11031,0.17188,0.63092,0.000775229,0.000775229,0.000775229
435,66070.1,0.10057,0.36906,0.1013,0.09796,0.89284,0.99821,1,0.995,0.98843,0.99821,1,0.995,0.98276,0.25804,0.27305,0.11262,0.16717,0.61795,0.0007724,0.0007724,0.0007724
436,66200.1,0.09575,0.38178,0.0947,0.09322,0.88098,0.9983,1,0.995,0.98127,0.9983,1,0.995,0.97512,0.25755,0.26625,0.11296,0.17587,0.62621,0.000769571,0.000769571,0.000769571
437,66352.9,0.10153,0.42307,0.09753,0.09948,0.88848,0.99819,1,0.995,0.98967,0.99819,1,0.995,0.98554,0.24566,0.29153,0.1102,0.16756,0.58794,0.000766743,0.000766743,0.000766743
438,66510.6,0.09946,0.36216,0.09991,0.09547,0.88751,0.99841,1,0.995,0.993,0.99841,1,0.995,0.98428,0.23914,0.26841,0.11017,0.16009,0.56161,0.000763914,0.000763914,0.000763914
439,66665,0.09534,0.36484,0.10343,0.09789,0.89781,0.99848,1,0.995,0.99305,0.99848,1,0.995,0.98893,0.26231,0.23331,0.11236,0.17782,0.60176,0.000761086,0.000761086,0.000761086
440,66825.3,0.09805,0.33554,0.10827,0.0932,0.88011,1,1,0.995,0.99129,1,1,0.995,0.98807,0.2792,0.23716,0.11158,0.18069,0.6399,0.000758257,0.000758257,0.000758257
441,66980.3,0.10371,0.35434,0.10556,0.09929,0.88077,1,1,0.995,0.98797,1,1,0.995,0.98382,0.26661,0.2418,0.11029,0.17877,0.63757,0.000755429,0.000755429,0.000755429
442,67134.6,0.10044,0.35706,0.10203,0.09466,0.86933,1,1,0.995,0.98966,1,1,0.995,0.97164,0.25558,0.26133,0.11538,0.16883,0.61961,0.0007526,0.0007526,0.0007526
443,67289.2,0.09639,0.3436,0.1011,0.09464,0.90597,0.99852,1,0.995,0.99361,0.99852,1,0.995,0.98052,0.26713,0.24272,0.11438,0.17094,0.63551,0.000749771,0.000749771,0.000749771
444,67440.6,0.09591,0.38361,0.10506,0.09118,0.87011,0.99852,1,0.995,0.99136,0.99852,1,0.995,0.96613,0.27283,0.26165,0.11024,0.1754,0.62295,0.000746943,0.000746943,0.000746943
445,67593.9,0.1012,0.38721,0.1091,0.0928,0.87651,0.9985,1,0.995,0.99215,0.9985,1,0.995,0.96343,0.26509,0.2766,0.11104,0.18816,0.62224,0.000744114,0.000744114,0.000744114
446,67752.6,0.10106,0.3995,0.10275,0.09687,0.86722,0.9985,1,0.995,0.99379,0.9985,1,0.995,0.97209,0.25297,0.24133,0.11386,0.18055,0.62213,0.000741286,0.000741286,0.000741286
447,67906.9,0.09615,0.32368,0.10613,0.09197,0.87063,0.99851,1,0.995,0.9906,0.99851,1,0.995,0.98303,0.25177,0.23304,0.11407,0.17985,0.6352,0.000738457,0.000738457,0.000738457
448,68065.8,0.10202,0.35274,0.10081,0.09537,0.89544,0.99852,1,0.995,0.99361,0.99852,1,0.995,0.97903,0.25812,0.22941,0.11437,0.1772,0.62986,0.000735629,0.000735629,0.000735629
449,68221.5,0.09868,0.34918,0.10174,0.09276,0.89096,0.99851,1,0.995,0.99367,0.99851,1,0.995,0.98176,0.25471,0.2322,0.11376,0.17318,0.61984,0.0007328,0.0007328,0.0007328
450,68374.5,0.09292,0.36822,0.10088,0.09111,0.8696,0.9985,1,0.995,0.9934,0.9985,1,0.995,0.97838,0.24671,0.21558,0.11708,0.16945,0.61577,0.000729971,0.000729971,0.000729971
451,68531.9,0.09264,0.35592,0.10113,0.08914,0.87304,0.9985,1,0.995,0.99285,0.9985,1,0.995,0.98848,0.24981,0.21867,0.11053,0.17596,0.62664,0.000727143,0.000727143,0.000727143
452,68692.2,0.09584,0.36514,0.10262,0.09419,0.87521,0.9985,1,0.995,0.98928,0.9985,1,0.995,0.96994,0.25792,0.23696,0.11506,0.17942,0.6432,0.000724314,0.000724314,0.000724314
453,68845.4,0.10403,0.36686,0.09991,0.09497,0.89005,0.99849,1,0.995,0.98391,0.99849,1,0.995,0.98959,0.26003,0.20511,0.10712,0.17583,0.62569,0.000721486,0.000721486,0.000721486
454,69003.8,0.10165,0.34078,0.10596,0.09785,0.86466,0.99851,1,0.995,0.98788,0.99851,1,0.995,0.9814,0.2655,0.21122,0.10726,0.16873,0.62791,0.000718657,0.000718657,0.000718657
455,69154.8,0.10339,0.38594,0.10624,0.10408,0.88107,0.99851,1,0.995,0.99248,0.99851,1,0.995,0.99077,0.2483,0.20814,0.10485,0.15164,0.58587,0.000715829,0.000715829,0.000715829
456,69314.7,0.10157,0.36783,0.1027,0.09624,0.87339,0.99848,1,0.995,0.99106,0.99848,1,0.995,0.98172,0.24252,0.23055,0.10299,0.15389,0.5496,0.000713,0.000713,0.000713
457,69470.3,0.09775,0.31605,0.09105,0.09407,0.89682,0.9985,1,0.995,0.98773,0.9985,1,0.995,0.9714,0.25854,0.24004,0.10268,0.16762,0.5919,0.000710171,0.000710171,0.000710171
458,69623.2,0.09562,0.32753,0.10174,0.09446,0.89305,0.99844,1,0.995,0.99298,0.99844,1,0.995,0.97704,0.27316,0.23331,0.10327,0.18073,0.62163,0.000707343,0.000707343,0.000707343
459,69778.2,0.09689,0.36799,0.09902,0.09546,0.896,0.99832,1,0.995,0.98842,0.99832,1,0.995,0.98278,0.2529,0.22699,0.10491,0.17277,0.60153,0.000704514,0.000704514,0.000704514
460,69906.5,0.1019,0.35477,0.10553,0.09881,0.89913,0.99829,1,0.995,0.99327,0.99829,1,0.995,0.97522,0.26411,0.25623,0.10358,0.1737,0.61887,0.000701686,0.000701686,0.000701686
461,70061.7,0.10328,0.32926,0.10799,0.0986,0.86269,0.99833,1,0.995,0.98809,0.99833,1,0.995,0.98458,0.27358,0.22036,0.1091,0.17693,0.64079,0.000698857,0.000698857,0.000698857
462,70217.8,0.10141,0.36735,0.10419,0.09724,0.89629,0.99839,1,0.995,0.98746,0.99839,1,0.995,0.98392,0.25661,0.22483,0.10879,0.16932,0.62264,0.000696029,0.000696029,0.000696029
463,70373.6,0.10657,0.3652,0.10109,0.10011,0.87779,0.9985,1,0.995,0.98639,0.9985,1,0.995,0.975,0.25148,0.25051,0.10941,0.16636,0.6026,0.0006932,0.0006932,0.0006932
464,70526.8,0.10377,0.31688,0.10015,0.09613,0.85353,1,1,0.995,0.98754,1,1,0.995,0.97905,0.26469,0.26057,0.11475,0.18127,0.61987,0.000690371,0.000690371,0.000690371
465,70682.2,0.09933,0.33416,0.09904,0.09219,0.8821,1,1,0.995,0.98573,1,1,0.995,0.98031,0.26607,0.25531,0.11066,0.17704,0.64176,0.000687543,0.000687543,0.000687543
466,70836.2,0.10721,0.38986,0.11132,0.10233,0.87381,0.9985,1,0.995,0.98886,0.9985,1,0.995,0.98518,0.2447,0.26128,0.10857,0.16247,0.57235,0.000684714,0.000684714,0.000684714
467,70989.4,0.10008,0.3699,0.10794,0.09672,0.88377,1,1,0.995,0.98862,1,1,0.995,0.97519,0.24369,0.24292,0.10853,0.15816,0.57656,0.000681886,0.000681886,0.000681886
468,71148,0.09089,0.32925,0.09764,0.09062,0.88319,1,1,0.995,0.98835,1,1,0.995,0.97004,0.26425,0.24945,0.10546,0.16888,0.64904,0.000679057,0.000679057,0.000679057
469,71302.9,0.09687,0.31606,0.10675,0.08814,0.88458,1,1,0.995,0.99007,1,1,0.995,0.98161,0.26534,0.23744,0.10549,0.16596,0.62943,0.000676229,0.000676229,0.000676229
470,71455.6,0.09371,0.33533,0.09578,0.09081,0.88015,1,1,0.995,0.99011,1,1,0.995,0.98516,0.25037,0.20924,0.10884,0.15055,0.58677,0.0006734,0.0006734,0.0006734
471,71607.4,0.10054,0.37039,0.09969,0.09518,0.88534,1,1,0.995,0.9914,1,1,0.995,0.96964,0.24381,0.23434,0.10578,0.15259,0.58513,0.000670571,0.000670571,0.000670571
472,71760.5,0.09239,0.32064,0.10157,0.09056,0.86792,1,1,0.995,0.99311,1,1,0.995,0.98357,0.24706,0.23843,0.1077,0.16182,0.61731,0.000667743,0.000667743,0.000667743
473,71913.7,0.09712,0.3299,0.10638,0.09571,0.88212,1,1,0.995,0.99107,1,1,0.995,0.98856,0.25014,0.23629,0.10725,0.16845,0.61295,0.000664914,0.000664914,0.000664914
474,72074.8,0.0973,0.36158,0.10239,0.10014,0.87715,1,1,0.995,0.99101,1,1,0.995,0.98166,0.25904,0.2189,0.10611,0.16409,0.59552,0.000662086,0.000662086,0.000662086
475,72229.9,0.10459,0.34793,0.09826,0.09801,0.88243,0.99851,1,0.995,0.98669,0.99851,1,0.995,0.98046,0.26072,0.23946,0.10469,0.18338,0.5993,0.000659257,0.000659257,0.000659257
476,72386,0.09937,0.28504,0.10704,0.09562,0.87092,0.99852,1,0.995,0.98871,0.99852,1,0.995,0.97487,0.25816,0.2139,0.10877,0.18217,0.62566,0.000656429,0.000656429,0.000656429
477,72540.9,0.09358,0.32445,0.09498,0.09124,0.87971,0.9985,1,0.995,0.99042,0.9985,1,0.995,0.98834,0.23812,0.22413,0.104,0.17546,0.59603,0.0006536,0.0006536,0.0006536
478,72691,0.09627,0.3331,0.09625,0.09407,0.88392,0.99845,1,0.995,0.98866,0.99845,1,0.995,0.98468,0.23387,0.20626,0.10673,0.15928,0.55749,0.000650771,0.000650771,0.000650771
479,72848.3,0.10672,0.32355,0.10947,0.10027,0.88113,0.99843,1,0.995,0.9932,0.99843,1,0.995,0.98305,0.23502,0.20868,0.10746,0.15705,0.55616,0.000647943,0.000647943,0.000647943
480,73004.2,0.10613,0.31846,0.1049,0.10384,0.87529,0.99845,1,0.995,0.99018,0.99845,1,0.995,0.99252,0.25565,0.20363,0.105,0.15761,0.59302,0.000645114,0.000645114,0.000645114
481,73156.6,0.09447,0.32134,0.10934,0.09822,0.87594,0.99846,1,0.995,0.98891,0.99846,1,0.995,0.99317,0.26396,0.1891,0.10794,0.17306,0.61903,0.000642286,0.000642286,0.000642286
482,73317.2,0.09968,0.30288,0.09952,0.09794,0.87582,0.99849,1,0.995,0.98785,0.99849,1,0.995,0.98593,0.25098,0.21848,0.1015,0.16897,0.60218,0.000639457,0.000639457,0.000639457
483,73470.9,0.09549,0.31964,0.09694,0.0918,0.88574,0.99846,1,0.995,0.9879,0.99846,1,0.995,0.9827,0.24229,0.20705,0.10395,0.19237,0.57457,0.000636629,0.000636629,0.000636629
484,73628.5,0.09855,0.31889,0.10427,0.09796,0.87201,0.99848,1,0.995,0.98989,0.99848,1,0.995,0.99005,0.25313,0.21307,0.10544,0.23923,0.61877,0.0006338,0.0006338,0.0006338
485,73786.7,0.09346,0.3222,0.10539,0.09711,0.87701,0.99845,1,0.995,0.99341,0.99845,1,0.995,0.97742,0.25426,0.22719,0.105,0.19467,0.62379,0.000630971,0.000630971,0.000630971
486,73941.7,0.09539,0.35446,0.10767,0.09773,0.87784,0.99849,1,0.995,0.96903,0.99849,1,0.995,0.97495,0.26333,0.2177,0.10866,0.19397,0.64934,0.000628143,0.000628143,0.000628143
487,74097.2,0.09444,0.33394,0.10269,0.09413,0.88677,1,1,0.995,0.97391,1,1,0.995,0.97214,0.24571,0.24321,0.10913,0.18356,0.63336,0.000625314,0.000625314,0.000625314
488,74257.1,0.09278,0.34251,0.10522,0.0912,0.8926,1,1,0.995,0.98517,1,1,0.995,0.98326,0.24505,0.23256,0.11436,0.18704,0.618,0.000622486,0.000622486,0.000622486
489,74410.6,0.09374,0.35611,0.09618,0.09219,0.86158,1,1,0.995,0.99258,1,1,0.995,0.97175,0.25381,0.26805,0.11209,0.18853,0.64591,0.000619657,0.000619657,0.000619657
490,74570.5,0.09264,0.3224,0.09369,0.09191,0.87604,1,1,0.995,0.98987,1,1,0.995,0.98403,0.25052,0.22925,0.11437,0.18512,0.64719,0.000616829,0.000616829,0.000616829
491,74724.7,0.09625,0.29927,0.10103,0.09106,0.8766,1,1,0.995,0.99328,1,1,0.995,0.97528,0.24494,0.2566,0.10847,0.16964,0.61343,0.000614,0.000614,0.000614
492,74882.8,0.0958,0.35497,0.09878,0.09145,0.87139,1,1,0.995,0.99311,1,1,0.995,0.98434,0.24782,0.20311,0.11091,0.16382,0.60464,0.000611171,0.000611171,0.000611171
493,75034.8,0.09731,0.33122,0.09861,0.08832,0.88506,1,1,0.995,0.98966,1,1,0.995,0.98898,0.25519,0.18591,0.11472,0.1564,0.60535,0.000608343,0.000608343,0.000608343
494,75193.4,0.09859,0.31745,0.0929,0.09168,0.88921,1,1,0.995,0.9841,1,1,0.995,0.98543,0.25593,0.20334,0.11075,0.15798,0.59382,0.000605514,0.000605514,0.000605514
495,75346.5,0.09759,0.32529,0.09224,0.08642,0.89861,0.99853,1,0.995,0.98003,0.99853,1,0.995,0.97741,0.25395,0.2282,0.11655,0.15436,0.58356,0.000602686,0.000602686,0.000602686
496,75501.2,0.09077,0.31049,0.09989,0.08627,0.88144,0.99852,1,0.995,0.98963,0.99852,1,0.995,0.97658,0.25918,0.19845,0.11356,0.17239,0.59106,0.000599857,0.000599857,0.000599857
497,75650.8,0.08715,0.3098,0.0957,0.08567,0.86808,0.99855,1,0.995,0.99181,0.99855,1,0.995,0.99104,0.25498,0.17795,0.1101,0.17656,0.60012,0.000597029,0.000597029,0.000597029
498,75804.1,0.09116,0.30395,0.10014,0.08841,0.88136,0.99856,1,0.995,0.98955,0.99856,1,0.995,0.98913,0.255,0.18303,0.11214,0.17196,0.61668,0.0005942,0.0005942,0.0005942
499,75953.5,0.09087,0.32825,0.09621,0.08419,0.88957,0.99855,1,0.995,0.98442,0.99855,1,0.995,0.9888,0.26303,0.19687,0.11304,0.16842,0.63644,0.000591371,0.000591371,0.000591371
500,76080.7,0.08748,0.30476,0.10031,0.0862,0.87509,0.99855,1,0.995,0.98716,0.99855,1,0.995,0.9787,0.26364,0.22098,0.10876,0.17044,0.63005,0.000588543,0.000588543,0.000588543
501,76235.4,0.09084,0.28912,0.10026,0.08692,0.86264,1,1,0.995,0.9841,1,1,0.995,0.995,0.24665,0.18465,0.11498,0.1559,0.59752,0.000585714,0.000585714,0.000585714
502,76387.5,0.09039,0.34395,0.09645,0.08819,0.88852,1,1,0.995,0.98751,1,1,0.995,0.98597,0.2355,0.19424,0.10695,0.15562,0.56776,0.000582886,0.000582886,0.000582886
503,76542.5,0.09021,0.34055,0.10352,0.08334,0.8797,1,1,0.995,0.98227,1,1,0.995,0.98716,0.24236,0.19358,0.11077,0.17248,0.58813,0.000580057,0.000580057,0.000580057
504,76695.5,0.09296,0.317,0.10174,0.08707,0.87038,1,1,0.995,0.98663,1,1,0.995,0.98787,0.25236,0.20841,0.11144,0.17514,0.62144,0.000577229,0.000577229,0.000577229
505,76849.9,0.08667,0.29105,0.10242,0.08199,0.87914,1,1,0.995,0.98543,1,1,0.995,0.99337,0.23619,0.17913,0.11095,0.16577,0.58712,0.0005744,0.0005744,0.0005744
506,77003,0.08528,0.31113,0.09514,0.08476,0.88871,1,1,0.995,0.99098,1,1,0.995,0.9866,0.241,0.20365,0.11238,0.16348,0.57839,0.000571571,0.000571571,0.000571571
507,77158.8,0.09535,0.32435,0.0961,0.08839,0.86702,1,1,0.995,0.99373,1,1,0.995,0.98905,0.23568,0.21328,0.10905,0.16032,0.579,0.000568743,0.000568743,0.000568743
508,77318.3,0.08916,0.29771,0.089,0.08428,0.88256,1,1,0.995,0.99098,1,1,0.995,0.97492,0.23587,0.18966,0.1126,0.16278,0.5862,0.000565914,0.000565914,0.000565914
509,77473.3,0.09319,0.29175,0.09634,0.08501,0.88304,1,1,0.995,0.99293,1,1,0.995,0.99173,0.23957,0.18649,0.11038,0.16173,0.59493,0.000563086,0.000563086,0.000563086
510,77630.2,0.08966,0.27703,0.09918,0.08357,0.8903,1,1,0.995,0.99195,1,1,0.995,0.98866,0.25835,0.20329,0.11189,0.16747,0.62248,0.000560257,0.000560257,0.000560257
511,77784.4,0.09709,0.28956,0.09715,0.085,0.85733,1,1,0.995,0.98807,1,1,0.995,0.9884,0.25424,0.18606,0.11242,0.15993,0.61419,0.000557429,0.000557429,0.000557429
512,77941.7,0.0851,0.29737,0.10054,0.07969,0.88007,1,1,0.995,0.97941,1,1,0.995,0.995,0.24872,0.16853,0.11535,0.16427,0.60913,0.0005546,0.0005546,0.0005546
513,78096.1,0.08446,0.31061,0.10467,0.08077,0.87067,1,1,0.995,0.98295,1,1,0.995,0.99147,0.2377,0.2022,0.10592,0.16012,0.57671,0.000551771,0.000551771,0.000551771
